단어,positive,negative,그룹
이한,2,4,LGU+
이관,2,2,LGU+
합산,1,4,LGU+
해지일,0,3,LGU+
벤치,3,0,LGU+
비와,4,0,LGU+
그제,1,0,LGU+
업로드,2,0,LGU+
정상인,1,0,LGU+
사양,6,0,LGU+
대역폭,5,0,LGU+
이것저것,2,2,LGU+
초기,22,10,LGU+
실속,4,0,LGU+
얼추,2,0,LGU+
온갖,2,0,LGU+
간섭,4,0,LGU+
특성,2,0,LGU+
성질,2,0,LGU+
감안,7,2,LGU+
실효,2,0,LGU+
반도,4,0,LGU+
못내,2,0,LGU+
이론,2,0,LGU+
기가비트,2,0,LGU+
고작,2,0,LGU+
최대한,3,0,LGU+
호환성,2,0,LGU+
아예,11,2,LGU+
제품,25,0,LGU+
아무런,2,0,LGU+
전파,2,0,LGU+
전압,4,0,LGU+
전자파,2,0,LGU+
전부,10,2,LGU+
치우다,2,0,LGU+
냉장고,2,0,LGU+
세탁기,2,0,LGU+
모터,2,0,LGU+
콤프레셔,2,0,LGU+
상식선,2,0,LGU+
자기장,2,0,LGU+
개념,3,2,LGU+
여쭈다,10,2,LGU+
언짢다,2,0,LGU+
점수,21,0,LGU+
실생활,4,0,LGU+
음영,2,0,LGU+
핸드오버,2,0,LGU+
어쨋든,2,0,LGU+
따라서,7,0,LGU+
일정,3,0,LGU+
한상태,2,0,LGU+
휴대,2,0,LGU+
연타,1,0,LGU+
개발자,1,0,LGU+
모드,24,0,LGU+
디버깅,2,0,LGU+
다운,1,0,LGU+
폴더,2,0,LGU+
저장,6,0,LGU+
메뉴,8,1,LGU+
관리자,3,0,LGU+
알람,4,0,LGU+
명령어,3,0,LGU+
정창,1,0,LGU+
유형,7,0,LGU+
프로토콜,3,0,LGU+
로밍,8,0,LGU+
무방,1,0,LGU+
공백,1,0,LGU+
소문,3,0,LGU+
자로,3,0,LGU+
산포,4,0,LGU+
안함,4,0,LGU+
핫스팟,21,6,LGU+
셋팅이,1,0,LGU+
상관없이,1,4,LGU+
진후,1,0,LGU+
풀리다,5,2,LGU+
데이터쉐어링이,1,0,LGU+
소모,4,0,LGU+
이나,4,0,LGU+
장시간,2,0,LGU+
우연,1,0,LGU+
구치감,1,0,LGU+
사용법,8,4,LGU+
쎄오,1,0,LGU+
펩지만좋아오,1,0,LGU+
화창,1,0,LGU+
아나,1,1,LGU+
쿠루루,1,0,LGU+
비교,39,2,LGU+
선불,2,0,LGU+
한요,2,0,LGU+
요금제알뜰폰아이폰신규가입데이터쉐어링셀프개통기기변경번호변경사용법심개통알뜰폰이심시월,2,0,LGU+
상기,2,0,LGU+
과금,17,0,LGU+
상제,2,0,LGU+
구별,0,4,LGU+
메일,10,4,LGU+
데네브,2,1,LGU+
차감,12,0,LGU+
악마,1,0,LGU+
사냥,5,0,LGU+
그전,4,2,LGU+
눈팅러회원그때,1,0,LGU+
아무튼,7,0,LGU+
카나,4,0,LGU+
계산,21,10,LGU+
신기,2,2,LGU+
슈퍼,14,2,LGU+
베이스볼,4,2,LGU+
허허,0,2,LGU+
소수점,0,2,LGU+
간략히,1,0,LGU+
지문,3,0,LGU+
장차,2,0,LGU+
만족,11,2,LGU+
티타늄모바일,1,0,LGU+
그런데,8,2,LGU+
에이,20,4,LGU+
드림,1,2,LGU+
최소한,4,0,LGU+
운영자,2,0,LGU+
어찌,7,0,LGU+
사도,0,2,LGU+
모름,1,0,LGU+
보관,1,0,LGU+
고센,1,4,LGU+
가져가다,2,6,LGU+
한지,2,1,LGU+
쓰레기봉투,1,0,LGU+
도포,1,0,LGU+
자락,1,0,LGU+
증거,2,0,LGU+
리세,1,0,LGU+
삼양너구리걍,1,0,LGU+
신경,7,0,LGU+
방금,9,0,LGU+
뱅킹,1,0,LGU+
인증,18,4,LGU+
보안,3,2,LGU+
수고,5,0,LGU+
서요,7,0,LGU+
안티,7,0,LGU+
간혹,6,0,LGU+
금융앱이,2,0,LGU+
대부분,23,2,LGU+
우연히,2,0,LGU+
알게됫는데유플러스,1,0,LGU+
앱안에서,1,0,LGU+
시간대,1,0,LGU+
새벽,4,0,LGU+
나름,6,0,LGU+
요가,4,1,LGU+
인간,2,1,LGU+
그분,2,0,LGU+
결혼,2,0,LGU+
이혼,2,0,LGU+
리가,10,0,LGU+
자주,9,2,LGU+
스팸,4,2,LGU+
부지런히,2,0,LGU+
선호,2,0,LGU+
추첨,2,0,LGU+
임전,1,0,LGU+
장용,2,0,LGU+
가운데,2,0,LGU+
쓰호천사골드번호는,1,0,LGU+
사고팔다,2,0,LGU+
중간,11,0,LGU+
취득,7,0,LGU+
응모,3,0,LGU+
뒷자리,2,0,LGU+
졸업,3,0,LGU+
딥시크나,1,0,LGU+
니나,1,0,LGU+
한국어,3,0,LGU+
알아듣다,1,0,LGU+
무리,1,0,LGU+
번역,1,0,LGU+
국어,1,0,LGU+
특화,3,0,LGU+
유용,3,0,LGU+
범용,1,0,LGU+
망하다,1,0,LGU+
스타,2,0,LGU+
페이스북,1,0,LGU+
외국산,1,0,LGU+
멍멍,1,0,LGU+
비행기,1,0,LGU+
제조업,3,0,LGU+
달리,2,2,LGU+
국산,3,0,LGU+
일상,5,4,LGU+
틈새,1,0,LGU+
애초,4,2,LGU+
앱들이,2,0,LGU+
단순히,5,0,LGU+
절대,8,0,LGU+
손가락,2,0,LGU+
구경,4,0,LGU+
정수기,0,3,LGU+
개똥,1,0,LGU+
공산주의,2,0,LGU+
유진영,2,0,LGU+
지구,2,0,LGU+
위임,2,0,LGU+
하드웨어,3,0,LGU+
패배,1,2,LGU+
의식,0,2,LGU+
오지,4,2,LGU+
노인,2,0,LGU+
품질,8,2,LGU+
외국,2,0,LGU+
마인드,2,0,LGU+
무술,2,0,LGU+
솔직히,2,4,LGU+
강국,0,2,LGU+
아이젠,0,1,LGU+
보그,0,1,LGU+
낚시,1,2,LGU+
보나,6,0,LGU+
인성,2,0,LGU+
외모,2,0,LGU+
훨씬,4,0,LGU+
뛰어나다,2,0,LGU+
즐비,2,0,LGU+
이세상,2,0,LGU+
개중,3,0,LGU+
근근히,2,0,LGU+
발신,2,0,LGU+
제조,4,0,LGU+
발견,1,0,LGU+
인터넷 주소,2,0,LGU+
월요일,4,0,LGU+
토요일,2,0,LGU+
일요일,2,0,LGU+
공휴일,3,0,LGU+
이 문자,1,0,LGU+
양해,1,0,LGU+
참붕어유쁠사용중이어야함유쁠사용중이어야함,1,0,LGU+
신규뽐뻐교체,1,0,LGU+
묵히다,2,0,LGU+
어느덧,2,0,LGU+
유효,8,12,LGU+
도래,2,0,LGU+
갱신,26,18,LGU+
있는데앱에서,2,0,LGU+
과거,3,0,LGU+
그만큼,6,2,LGU+
기억,6,0,LGU+
설명서,5,0,LGU+
마찬가지,4,2,LGU+
자망,24,0,LGU+
프리미엄,15,0,LGU+
결함,2,0,LGU+
치유,2,0,LGU+
표준,4,0,LGU+
제시,16,0,LGU+
서리다,2,0,LGU+
서리,2,0,LGU+
정남,1,0,LGU+
아서,1,0,LGU+
사랑,3,4,LGU+
이예,5,0,LGU+
어리둥절,4,0,LGU+
번안,4,0,LGU+
연못,2,0,LGU+
원대,6,2,LGU+
요약,1,0,LGU+
볶음,1,1,LGU+
에피,1,0,LGU+
선생님,4,0,LGU+
들보,2,0,LGU+
혹하다,2,0,LGU+
저것,19,6,LGU+
신자체,2,0,LGU+
대용,2,2,LGU+
절연,6,0,LGU+
간헐,3,0,LGU+
터치,11,0,LGU+
슬롯,12,0,LGU+
월경,1,0,LGU+
업데이트,12,0,LGU+
정보 검색,1,0,LGU+
갈라,1,0,LGU+
테이프,2,0,LGU+
한동안,2,0,LGU+
가을,2,0,LGU+
시청,3,0,LGU+
작동,5,0,LGU+
즉시,1,0,LGU+
발라,1,0,LGU+
한참,3,0,LGU+
처분,5,0,LGU+
굳이,3,4,LGU+
요놈,1,0,LGU+
파란코딱지데이터쉐어링,0,1,LGU+
코리안,2,1,LGU+
이상아,0,1,LGU+
파란,1,0,LGU+
코딱지,1,0,LGU+
그레이스케일,1,0,LGU+
다행히,4,0,LGU+
증상,3,0,LGU+
지이,1,0,LGU+
번주,2,0,LGU+
나은,4,2,LGU+
그램,3,1,LGU+
오만,1,0,LGU+
미안,1,0,LGU+
무관히,2,0,LGU+
미쁘해지,1,0,LGU+
가면,4,9,LGU+
그래요,4,2,LGU+
가도,3,0,LGU+
마지막,11,0,LGU+
옛날,1,0,LGU+
듀얼넘버,9,0,LGU+
다이렉트로,6,0,LGU+
재작년,1,0,LGU+
선배,2,0,LGU+
새롭다,5,14,LGU+
구분,3,2,LGU+
그래,1,0,LGU+
대우,3,0,LGU+
상담원,22,4,LGU+
작성자,4,0,LGU+
요한,4,0,LGU+
중요,8,0,LGU+
개편,6,0,LGU+
자동이체를쉽게,1,0,LGU+
일자,2,2,LGU+
차차,6,1,LGU+
만일,1,0,LGU+
또는,3,1,LGU+
미루다,1,0,LGU+
날짜,9,0,LGU+
순연,1,0,LGU+
일차,3,0,LGU+
익일,3,1,LGU+
로그인,3,0,LGU+
차수,6,0,LGU+
여전히,4,0,LGU+
셋팅,4,0,LGU+
수십,3,0,LGU+
패밀리,1,2,LGU+
삭제,8,0,LGU+
의존,1,0,LGU+
방패,1,0,LGU+
긴급,2,0,LGU+
실행,6,0,LGU+
크롬,1,0,LGU+
서핑,2,0,LGU+
진리,2,0,LGU+
저편,2,0,LGU+
지우다,4,2,LGU+
그만,0,2,LGU+
제어,3,2,LGU+
만토,1,2,LGU+
깥면,2,0,LGU+
견제,2,0,LGU+
오랜만,2,2,LGU+
사이에서,0,2,LGU+
전화기,0,4,LGU+
펌웨어,3,2,LGU+
고수,3,0,LGU+
애먹다,1,0,LGU+
듀얼유심,0,2,LGU+
개인정보,8,2,LGU+
허벇지살감사합니다,1,0,LGU+
이심,30,8,LGU+
의원,3,1,LGU+
촬영,3,2,LGU+
아샤트홈페이지를,1,0,LGU+
아샤,1,0,LGU+
코드,3,2,LGU+
아샤트정말,2,0,LGU+
여행,7,0,LGU+
네트웍,2,0,LGU+
불러오다,2,0,LGU+
아샤트넵,1,0,LGU+
난감,2,0,LGU+
계정,2,0,LGU+
안심,13,0,LGU+
대여,2,0,LGU+
거절,2,4,LGU+
만기일,2,0,LGU+
재량,1,0,LGU+
쁘랑땅뽀르띵저는,1,0,LGU+
묶이다,9,0,LGU+
미르,0,1,LGU+
학정,1,0,LGU+
헬로,8,2,LGU+
계열,3,4,LGU+
이동하,1,0,LGU+
찻잔,0,1,LGU+
계열사,3,2,LGU+
변화,3,2,LGU+
가량,3,2,LGU+
모랑,2,0,LGU+
필터,1,2,LGU+
모유,0,2,LGU+
룰렛,7,6,LGU+
요렇다,1,0,LGU+
주네,5,0,LGU+
요일,2,0,LGU+
분할,4,0,LGU+
그 후,1,0,LGU+
사자,1,0,LGU+
인터내셔널,0,1,LGU+
앰버,4,0,LGU+
돌리,2,0,LGU+
링크스,2,0,LGU+
크롤,2,0,LGU+
살짝,5,0,LGU+
선물,7,0,LGU+
이량,1,0,LGU+
제발,3,3,LGU+
재계약,7,4,LGU+
기억나다,0,2,LGU+
침하,1,0,LGU+
커플,2,0,LGU+
오우,3,0,LGU+
인기,6,2,LGU+
네넵네넵,1,0,LGU+
생일,2,0,LGU+
화이팅,0,2,LGU+
헥사,0,2,LGU+
두번쨰줄,0,2,LGU+
엘지유쁠,1,0,LGU+
설치다,4,0,LGU+
민중,5,0,LGU+
유쁠이나은가싶기도하면서암튼,1,0,LGU+
매니,1,0,LGU+
사운드,5,0,LGU+
비유,1,0,LGU+
구라,4,4,LGU+
거짓말,7,4,LGU+
웹앱이,1,0,LGU+
기사도,1,0,LGU+
우리나라,6,1,LGU+
허풍,2,0,LGU+
화내다,2,0,LGU+
마시다,8,0,LGU+
해석,0,2,LGU+
타인,3,0,LGU+
분명,1,0,LGU+
모아,9,0,LGU+
재테크,2,0,LGU+
포럼,3,2,LGU+
앱웹,1,0,LGU+
대놓고,1,0,LGU+
잘못,15,4,LGU+
수분,1,1,LGU+
플러스 원,2,0,LGU+
네네,5,0,LGU+
간간히,1,0,LGU+
키오스크,2,0,LGU+
스킨,1,0,LGU+
라빈스,1,0,LGU+
컹돌이일부,0,1,LGU+
청주,2,0,LGU+
이안,4,0,LGU+
외산,1,0,LGU+
송수신,1,0,LGU+
장만,2,0,LGU+
문자앱은,1,0,LGU+
이대로,1,0,LGU+
사용중입니다듀얼유심으로,1,0,LGU+
체류,1,0,LGU+
데이타,1,0,LGU+
리시,1,0,LGU+
무지했꼬,1,0,LGU+
도움,12,0,LGU+
이또,0,1,LGU+
리라,0,1,LGU+
스토리,1,2,LGU+
카페,4,2,LGU+
여럿,0,2,LGU+
올라오다,5,2,LGU+
포코,0,2,LGU+
정답,0,2,LGU+
문자앱,2,0,LGU+
순정,5,0,LGU+
서드파티앱,2,0,LGU+
별의별,2,0,LGU+
이왕이면,3,0,LGU+
고고,2,0,LGU+
납짝,0,1,LGU+
심플,21,0,LGU+
아깝다,2,0,LGU+
스타벅스,1,0,LGU+
그리,7,2,LGU+
여기다,1,4,LGU+
전화통,1,0,LGU+
화가,2,0,LGU+
빠릿빠릿하고연결도잘됩니다그리고,1,0,LGU+
에선,5,0,LGU+
있습니다웬만하면,1,0,LGU+
이어도,1,0,LGU+
일절,2,0,LGU+
없고앱,1,0,LGU+
최고지만앱,1,0,LGU+
망보다,1,0,LGU+
할떄,0,2,LGU+
사보험,0,2,LGU+
확인서,0,2,LGU+
최유정미쵸저렴하고,1,0,LGU+
유쁠,2,0,LGU+
대처,2,0,LGU+
케인,2,0,LGU+
문장,2,0,LGU+
매너,2,0,LGU+
콜도,2,0,LGU+
은근,2,0,LGU+
앱구동도,2,0,LGU+
주부,2,0,LGU+
아들,2,0,LGU+
주말,8,0,LGU+
기관,3,1,LGU+
근무,2,0,LGU+
아지,1,0,LGU+
함유,1,0,LGU+
만년,0,2,LGU+
근래,0,2,LGU+
고가,5,2,LGU+
시네,7,2,LGU+
소통,4,2,LGU+
일재,2,0,LGU+
예선,2,0,LGU+
스타일,3,0,LGU+
사람과,2,0,LGU+
러버,2,1,LGU+
이모,2,1,LGU+
빙원,1,0,LGU+
월일,1,0,LGU+
요사,3,0,LGU+
게시물,3,0,LGU+
론칭,1,0,LGU+
홍보,1,4,LGU+
알바,1,0,LGU+
대다수,1,0,LGU+
부족,4,0,LGU+
심도,1,0,LGU+
업뎃,1,0,LGU+
순정앱,1,0,LGU+
론칭되자마자,1,0,LGU+
비단,2,0,LGU+
본론,3,0,LGU+
속기사,1,0,LGU+
무소,1,0,LGU+
대여섯,1,0,LGU+
애플 워치,1,0,LGU+
디바,1,0,LGU+
이스,1,0,LGU+
녹음앱을,1,0,LGU+
조용,1,0,LGU+
장소,2,0,LGU+
녹음,15,0,LGU+
서너,1,0,LGU+
에이닷앱을,1,0,LGU+
위력,1,0,LGU+
실감,1,0,LGU+
스위치,2,0,LGU+
왕왕,1,0,LGU+
비추이다,1,0,LGU+
순정앱으로,1,0,LGU+
기록물,1,0,LGU+
녹취록,1,0,LGU+
진대,1,0,LGU+
쩌렁쩌렁,1,0,LGU+
과연,1,0,LGU+
반쪽,1,0,LGU+
또다시,1,0,LGU+
찰나,1,0,LGU+
클라이언트,2,0,LGU+
스샷이,1,0,LGU+
구동,1,0,LGU+
일시,4,0,LGU+
스샷을,1,0,LGU+
보내오다,1,0,LGU+
또한,7,0,LGU+
원본,3,0,LGU+
맛보다,1,0,LGU+
즐기다,2,0,LGU+
편집,3,0,LGU+
파일,8,2,LGU+
독특,1,0,LGU+
생성,7,0,LGU+
당연,4,0,LGU+
영상물,1,0,LGU+
삽입,1,0,LGU+
형태,7,2,LGU+
단순,8,0,LGU+
음원,6,0,LGU+
파일 확장자,1,0,LGU+
형식,2,0,LGU+
음질,8,0,LGU+
수치,4,0,LGU+
파일읙,1,0,LGU+
확장,2,0,LGU+
월등,1,0,LGU+
문제점,3,0,LGU+
청취,1,0,LGU+
발신자,1,0,LGU+
볼륨,3,0,LGU+
측면,4,0,LGU+
결과물,2,0,LGU+
상당히,2,0,LGU+
부스트,1,0,LGU+
규격,1,0,LGU+
통신망,2,4,LGU+
십수,1,0,LGU+
샘플,1,0,LGU+
떠들다,1,0,LGU+
죄송,12,0,LGU+
쓸데없이,1,0,LGU+
순정앱에서도,1,0,LGU+
상대방,2,0,LGU+
고지,3,0,LGU+
악질,2,0,LGU+
멘트,1,0,LGU+
멜로디,1,0,LGU+
수시로,1,0,LGU+
카메라,11,0,LGU+
셔터,2,0,LGU+
일본,6,0,LGU+
로컬,1,0,LGU+
제대로,11,2,LGU+
좋아하다,12,0,LGU+
메인,9,0,LGU+
만무,1,0,LGU+
대단,7,0,LGU+
탑재,20,0,LGU+
인색,1,0,LGU+
개방,1,0,LGU+
먹고살다,1,0,LGU+
힘들다,20,2,LGU+
그나저나,3,0,LGU+
성의,1,0,LGU+
조차,1,0,LGU+
한잔,1,0,LGU+
기나길다,1,0,LGU+
여러모로,1,0,LGU+
영양,0,1,LGU+
크림,0,1,LGU+
탈퇴,0,2,LGU+
비긴,1,1,LGU+
코덱,2,0,LGU+
맨날,4,0,LGU+
멀쩡,2,0,LGU+
자리 구,2,0,LGU+
구직,2,0,LGU+
보이스,2,2,LGU+
피싱,2,2,LGU+
울리다,2,0,LGU+
이상이,2,0,LGU+
하도,2,0,LGU+
찡뻤킹한동안,1,0,LGU+
몇몇,2,0,LGU+
변환,2,0,LGU+
반대,2,0,LGU+
끊어지다,2,0,LGU+
스무쓰하게,2,0,LGU+
기술력,2,0,LGU+
수집,2,0,LGU+
데이터베이스,2,0,LGU+
안정,2,0,LGU+
받치다,2,0,LGU+
사무실,1,2,LGU+
초반,6,2,LGU+
결합도,5,2,LGU+
채널,11,0,LGU+
박은,1,0,LGU+
소리,13,3,LGU+
강적,1,0,LGU+
니드,2,0,LGU+
라리,1,0,LGU+
복잡,3,0,LGU+
부원,2,0,LGU+
원요,1,0,LGU+
충족,2,0,LGU+
야바위,2,2,LGU+
비데,0,2,LGU+
평소,2,0,LGU+
스토어,8,0,LGU+
팔이,3,0,LGU+
판매점,1,0,LGU+
온라인,13,0,LGU+
마치,6,0,LGU+
다시다,2,0,LGU+
막말,2,0,LGU+
보태다,2,0,LGU+
만지,2,2,LGU+
정확히,5,1,LGU+
보아주다,1,2,LGU+
리에,1,0,LGU+
딸기,1,1,LGU+
피히테,3,1,LGU+
풀리,4,0,LGU+
월마트,2,0,LGU+
실망감,4,0,LGU+
소비,9,0,LGU+
송유관,1,0,LGU+
피격,1,0,LGU+
영향,2,0,LGU+
안전,6,0,LGU+
장관,1,0,LGU+
둔화,2,0,LGU+
애틀랜타,1,0,LGU+
시카고,1,0,LGU+
공급충격,1,0,LGU+
코로나,1,0,LGU+
낙찰,1,0,LGU+
다소,1,0,LGU+
센트,2,0,LGU+
아마존,1,0,LGU+
제치다,1,0,LGU+
노동자,1,0,LGU+
감전,1,0,LGU+
규정,7,0,LGU+
위반,4,0,LGU+
디스,1,0,LGU+
인플레,2,0,LGU+
노출,1,0,LGU+
주요국,1,0,LGU+
냉동,1,1,LGU+
한파,2,0,LGU+
바람,4,0,LGU+
건조,3,0,LGU+
의약품,1,0,LGU+
해운,1,0,LGU+
무역위,1,0,LGU+
후판,1,0,LGU+
덤핑,1,0,LGU+
판정,1,0,LGU+
철강업,1,0,LGU+
숨통,1,0,LGU+
트이다,1,0,LGU+
만장,1,0,LGU+
투입,1,0,LGU+
국가대표,3,2,LGU+
과학,1,0,LGU+
초유,1,0,LGU+
현대건설,1,0,LGU+
칠성도,1,0,LGU+
미래에셋증권,1,0,LGU+
환원,6,0,LGU+
드라이브,1,0,LGU+
원전,9,0,LGU+
한일,1,0,LGU+
도요타,1,0,LGU+
사격,1,0,LGU+
신소재,1,0,LGU+
증착,1,0,LGU+
상용,2,0,LGU+
현대로템,1,0,LGU+
에어로,1,0,LGU+
다목적,1,0,LGU+
무인,1,0,LGU+
수주전,1,0,LGU+
승자,1,0,LGU+
건기,1,0,LGU+
뷰티,1,0,LGU+
맡기다,1,0,LGU+
메이드 인 코리아,1,0,LGU+
기지,1,0,LGU+
차량,1,0,LGU+
돌파,5,0,LGU+
먹거리,1,0,LGU+
부상,1,0,LGU+
정관,1,0,LGU+
생태계,1,0,LGU+
이노텍,1,0,LGU+
김정,1,0,LGU+
부회장,1,0,LGU+
사외이사,1,0,LGU+
선임,3,0,LGU+
여성,1,0,LGU+
사내,1,0,LGU+
이노베이션,1,0,LGU+
신기술,1,0,LGU+
수혈,1,0,LGU+
안랩,1,0,LGU+
골머리,1,0,LGU+
직구,2,0,LGU+
악성,2,0,LGU+
유출,3,0,LGU+
속수무책,1,0,LGU+
논란엡,1,0,LGU+
서버,1,0,LGU+
고급,3,0,LGU+
빌트,1,0,LGU+
오션,1,0,LGU+
운반선,1,0,LGU+
달성,1,0,LGU+
분유,1,0,LGU+
에어인천,1,0,LGU+
아시아나,1,0,LGU+
인프라,1,0,LGU+
코아,1,0,LGU+
영하,1,0,LGU+
견디다,1,0,LGU+
엔진,1,0,LGU+
딥시크,2,0,LGU+
대항,1,0,LGU+
도입,2,0,LGU+
대회,1,0,LGU+
출사표,1,0,LGU+
호실,4,0,LGU+
마녀,1,0,LGU+
오프라인,3,0,LGU+
코스트코,1,0,LGU+
타깃,1,0,LGU+
줄기세포,1,0,LGU+
몰래,1,0,LGU+
뱅크,8,0,LGU+
공동,2,0,LGU+
중앙회,1,0,LGU+
추위,1,0,LGU+
샴페인,1,0,LGU+
구독,3,0,LGU+
돌풍,1,0,LGU+
부문,1,0,LGU+
삼성화재,1,0,LGU+
삼성생명,1,0,LGU+
건식,1,0,LGU+
전극,1,0,LGU+
판도,1,0,LGU+
대박,1,4,LGU+
깜짝,1,0,LGU+
상한가,1,0,LGU+
이노,1,0,LGU+
신고갉외국인기관,1,0,LGU+
쌍끌이,1,0,LGU+
마린,1,0,LGU+
블록,3,0,LGU+
전양자,1,0,LGU+
패권,1,0,LGU+
격화,1,0,LGU+
수백,1,0,LGU+
섰다,1,0,LGU+
창업,1,0,LGU+
열기,3,0,LGU+
벚꽃,1,0,LGU+
배당,1,0,LGU+
봄바람,1,0,LGU+
솔솔,1,0,LGU+
말레이,2,0,LGU+
수출,5,0,LGU+
변압기,1,0,LGU+
모티브,1,0,LGU+
한한령,1,0,LGU+
신바람,1,0,LGU+
천연가스,1,0,LGU+
찬반,1,0,LGU+
소득세,1,0,LGU+
이복,1,0,LGU+
공매도,1,0,LGU+
떠나다,1,0,LGU+
국세청,1,0,LGU+
세무조사,1,0,LGU+
현수막,1,0,LGU+
신도시,1,0,LGU+
불황,1,0,LGU+
과잉,1,0,LGU+
연말,1,0,LGU+
충격,3,0,LGU+
실상,1,0,LGU+
토지거래허가제,1,0,LGU+
리자,1,0,LGU+
대패,1,0,LGU+
잠실,1,0,LGU+
스도,1,0,LGU+
껑충,1,0,LGU+
창조,1,0,LGU+
타운,1,0,LGU+
들어서다,3,0,LGU+
은평구,1,0,LGU+
불광,1,0,LGU+
연신내,1,0,LGU+
상업,1,0,LGU+
재건축,1,0,LGU+
한다정,1,0,LGU+
치사,1,0,LGU+
진술,1,0,LGU+
변론,3,0,LGU+
종결,3,0,LGU+
중순,1,0,LGU+
빈손,1,0,LGU+
공적,1,0,LGU+
개발원조,1,0,LGU+
한덕수,1,0,LGU+
국무회의,2,0,LGU+
흠결,2,0,LGU+
의지,3,0,LGU+
협조,1,0,LGU+
권력,1,0,LGU+
핀셋,1,0,LGU+
비명,1,0,LGU+
진보,1,2,LGU+
정당,3,4,LGU+
보수,5,4,LGU+
표명,1,0,LGU+
한눈,1,0,LGU+
지지,11,0,LGU+
촉진,1,0,LGU+
세제,1,0,LGU+
정세균,1,0,LGU+
양보,1,0,LGU+
장원,1,0,LGU+
메모,1,0,LGU+
공작,1,0,LGU+
대한민국,1,0,LGU+
폭격기,1,0,LGU+
한반도엡,1,0,LGU+
공중,1,0,LGU+
실시,2,0,LGU+
임무,3,0,LGU+
다누리,1,0,LGU+
놀리다,1,0,LGU+
트뤼도,1,0,LGU+
지사,2,0,LGU+
협의회,1,0,LGU+
거짓,2,2,LGU+
점철,1,0,LGU+
냉전,1,0,LGU+
미러,1,0,LGU+
밀착,1,0,LGU+
재무장,1,0,LGU+
위안,1,0,LGU+
관저,1,0,LGU+
국방비,1,0,LGU+
삭감,2,0,LGU+
인공,1,0,LGU+
태양,1,0,LGU+
동남아,1,0,LGU+
심장,1,0,LGU+
파고들다,1,0,LGU+
명품,1,0,LGU+
제국,1,0,LGU+
인맥,1,0,LGU+
전작,1,0,LGU+
보급,3,0,LGU+
수년,1,0,LGU+
마크롱스타머,1,0,LGU+
신중,1,0,LGU+
예산,2,0,LGU+
대학가,1,0,LGU+
혼잡,1,0,LGU+
통행료,1,0,LGU+
국왕,1,0,LGU+
만세,1,0,LGU+
외치다,1,0,LGU+
고령,1,0,LGU+
조합,8,0,LGU+
교환,6,0,LGU+
죄다,4,0,LGU+
가혹,4,0,LGU+
시 현,4,0,LGU+
한가득,0,3,LGU+
아작스정보,4,0,LGU+
장이,4,0,LGU+
마일리지,15,0,LGU+
적립,6,0,LGU+
휴 카드,4,0,LGU+
소개,9,0,LGU+
다양,23,0,LGU+
자세히,10,0,LGU+
군무,2,0,LGU+
무실,2,2,LGU+
아작스더모아,2,0,LGU+
단종,8,6,LGU+
자료,5,6,LGU+
토탈,1,0,LGU+
원정,1,2,LGU+
왠지,1,0,LGU+
구미,1,0,LGU+
당기다,1,0,LGU+
쿠폰,48,4,LGU+
넉넉,3,0,LGU+
즈음,1,0,LGU+
다이소,1,0,LGU+
스와로브스키,1,0,LGU+
수량,2,0,LGU+
아쉬워요유플투쁠,1,0,LGU+
호놀룰루,0,1,LGU+
여유,6,2,LGU+
익명,2,3,LGU+
하야호요히수량을,1,0,LGU+
배고프다,1,0,LGU+
헌터,1,0,LGU+
유자차,2,0,LGU+
요것,3,0,LGU+
맛있다,2,0,LGU+
눌러놓다,2,0,LGU+
제비,1,0,LGU+
방학,2,0,LGU+
빠짐없이,2,0,LGU+
신용카드,5,0,LGU+
사라,4,1,LGU+
금감위,2,0,LGU+
민원,9,2,LGU+
상당,6,0,LGU+
약관,15,0,LGU+
정의,1,4,LGU+
구현,1,4,LGU+
가즈아민원,0,2,LGU+
가즈아,0,2,LGU+
약간,9,0,LGU+
유니온,4,0,LGU+
알리,4,0,LGU+
성공,6,1,LGU+
권유,2,4,LGU+
러닝,2,0,LGU+
천재,2,2,LGU+
종국,2,0,LGU+
카디,0,2,LGU+
거품,2,2,LGU+
영숙이,2,0,LGU+
영숙,0,2,LGU+
보유자,4,0,LGU+
화살표,0,4,LGU+
저러다,0,2,LGU+
현혹,0,4,LGU+
비씨카드,4,4,LGU+
고마워요,4,0,LGU+
비씨,8,0,LGU+
이고,10,0,LGU+
승계,5,0,LGU+
소지,4,0,LGU+
이를테면,4,0,LGU+
마이,0,4,LGU+
태그,0,4,LGU+
교통카드,5,0,LGU+
고장,6,0,LGU+
악명,1,0,LGU+
그곳,1,0,LGU+
깜깜,1,0,LGU+
해달,2,0,LGU+
답장,2,0,LGU+
담당자,2,0,LGU+
지난,1,0,LGU+
없애다,4,0,LGU+
수신료,1,0,LGU+
낚이다,1,0,LGU+
서랍,1,0,LGU+
세이브,1,0,LGU+
일체,1,0,LGU+
소멸,1,0,LGU+
거란,3,0,LGU+
안고,1,0,LGU+
분만,2,0,LGU+
지우,1,0,LGU+
이글스,0,1,LGU+
콤뷰안녕하세요,1,0,LGU+
찬스,2,9,LGU+
거주,1,0,LGU+
케이티,6,0,LGU+
아무것,4,4,LGU+
건중,1,0,LGU+
에디,2,0,LGU+
왕자,1,0,LGU+
지하차도,1,0,LGU+
