단어,positive,negative,그룹
제나,2,0,LGU+
해킹,10,0,LGU+
하지,4,0,LGU+
기계,12,2,LGU+
소득,1,2,LGU+
공제,4,9,LGU+
소액,5,2,LGU+
해주,9,0,LGU+
연말정산,1,0,LGU+
뒤늦다,2,0,LGU+
세부,8,0,LGU+
내역,7,2,LGU+
항목,9,2,LGU+
명애,5,2,LGU+
요물,0,1,LGU+
물론,14,13,LGU+
군데,13,2,LGU+
세븐,2,2,LGU+
어디,32,8,LGU+
모빌,2,0,LGU+
충전,24,4,LGU+
카카오페이지,2,0,LGU+
대상,11,6,LGU+
빌리,0,2,LGU+
언스,0,2,LGU+
일괄,0,2,LGU+
당연히,14,4,LGU+
소화,3,0,LGU+
명의,20,7,LGU+
찍히다,4,0,LGU+
불공,2,0,LGU+
잡히다,6,4,LGU+
카드사,28,4,LGU+
개별,2,0,LGU+
통지,2,0,LGU+
수동,5,0,LGU+
직후,3,0,LGU+
현금영수증,2,0,LGU+
일일이,2,0,LGU+
검증,3,0,LGU+
화만,2,0,LGU+
홈택스에서,2,0,LGU+
진인,1,0,LGU+
본지,4,2,LGU+
살펴보다,8,2,LGU+
손수건,0,2,LGU+
저번,5,3,LGU+
깜빡,1,2,LGU+
의대,2,0,LGU+
마왕,1,0,LGU+
웰치,1,0,LGU+
스프,1,0,LGU+
루트,6,2,LGU+
안녕,3,0,LGU+
도쿄,2,0,LGU+
신주쿠,1,0,LGU+
순차,8,2,LGU+
중고,15,0,LGU+
단말기,15,0,LGU+
정상,32,2,LGU+
라고,25,7,LGU+
사면,1,2,LGU+
반드시,9,0,LGU+
무조건,26,4,LGU+
제거,6,0,LGU+
나중,4,2,LGU+
분실,40,0,LGU+
변이,8,0,LGU+
할부금,3,0,LGU+
연체,4,0,LGU+
실신,4,0,LGU+
고도,2,2,LGU+
제단,0,2,LGU+
말로,1,2,LGU+
관여,0,2,LGU+
풍차,20,7,LGU+
영업점,2,0,LGU+
순수,3,0,LGU+
불가,25,4,LGU+
그러,3,0,LGU+
들어가다,43,12,LGU+
하면 된다,0,2,LGU+
번이,12,0,LGU+
구매자,7,0,LGU+
고시,6,0,LGU+
연동,3,0,LGU+
첫날,3,0,LGU+
측정,26,2,LGU+
언저리,2,0,LGU+
요청,16,2,LGU+
과실,7,2,LGU+
출장비,1,0,LGU+
접수,7,2,LGU+
혹시나,9,4,LGU+
전날,4,2,LGU+
전원,36,2,LGU+
돌아오다,6,0,LGU+
취소,18,0,LGU+
다음날,5,0,LGU+
일부러,3,0,LGU+
불량,14,0,LGU+
심심한곰탱이그거,1,0,LGU+
나머지,13,0,LGU+
최저,11,3,LGU+
보장,3,2,LGU+
그것,38,12,LGU+
심심한곰탱이찾아보니,1,0,LGU+
찾아보다,30,6,LGU+
퇴근,4,0,LGU+
로란,5,0,LGU+
체크,38,4,LGU+
바우,1,0,LGU+
본문,3,0,LGU+
설명,19,8,LGU+
점검,5,0,LGU+
안나,9,2,LGU+
와서,2,2,LGU+
레파토리,0,2,LGU+
평생,12,13,LGU+
매번,3,2,LGU+
쓰레기,12,0,LGU+
들어오다,8,0,LGU+
설마,1,0,LGU+
심하다,5,0,LGU+
건물,5,0,LGU+
터지다,10,4,LGU+
식당,1,0,LGU+
사진,10,3,LGU+
창가,1,0,LGU+
대면,2,0,LGU+
미약,1,0,LGU+
지역,20,15,LGU+
괴담,1,0,LGU+
현실,2,0,LGU+
자릿수,0,2,LGU+
툭하면,0,2,LGU+
선릉,0,2,LGU+
골목,0,2,LGU+
탈출,3,4,LGU+
나비,0,1,LGU+
타네,2,1,LGU+
제주도,0,2,LGU+
농장,0,2,LGU+
화려,3,1,LGU+
밸런스,2,0,LGU+
연구소,2,0,LGU+
타이밍,0,3,LGU+
귀재,0,1,LGU+
곳도,2,2,LGU+
반경,0,2,LGU+
역대,8,4,LGU+
쳐다보다,2,2,LGU+
송하영데쉐때문에,1,0,LGU+
어쩌다,14,4,LGU+
데쉐때문에,1,0,LGU+
닉넴짓기어렵다잉저희,1,0,LGU+
화장실,2,0,LGU+
유일,4,2,LGU+
끊기다,8,3,LGU+
심지어,6,6,LGU+
중계기,2,0,LGU+
저희,7,4,LGU+
무선,10,0,LGU+
로더,2,0,LGU+
라구,3,0,LGU+
테즈매니악케바케입니다전,0,1,LGU+
주변,4,2,LGU+
완전,2,2,LGU+
그런대로,2,0,LGU+
인해,6,1,LGU+
서원,1,1,LGU+
내야,9,4,LGU+
버스,3,2,LGU+
몽고메리,0,1,LGU+
개장,3,0,LGU+
멕시코,3,0,LGU+
유예,3,0,LGU+
소식,8,0,LGU+
강보,2,0,LGU+
중단,6,8,LGU+
마감,5,0,LGU+
주간,5,0,LGU+
실업,3,0,LGU+
보험,20,6,LGU+
명예,1,0,LGU+
밑돌다,1,0,LGU+
전환,17,0,LGU+
분기,6,0,LGU+
단위,4,0,LGU+
노동,1,0,LGU+
도매,3,0,LGU+
재고,1,0,LGU+
전월,7,0,LGU+
달마,1,0,LGU+
증가세,1,0,LGU+
적자,2,0,LGU+
나우,1,0,LGU+
상향,2,0,LGU+
그래도,4,8,LGU+
감원,2,0,LGU+
계획,4,1,LGU+
무더기,2,0,LGU+
해고,1,0,LGU+
총재,4,0,LGU+
극도,1,0,LGU+
확실,3,0,LGU+
곳곳,1,0,LGU+
위협,2,0,LGU+
재무,2,0,LGU+
비전,6,2,LGU+
동조,1,0,LGU+
동맹국,1,0,LGU+
압박,2,0,LGU+
스타게이트,1,0,LGU+
장착,1,0,LGU+
유타,1,0,LGU+
앱스토어,1,0,LGU+
미성년,3,0,LGU+
연속,5,0,LGU+
라가르드,1,0,LGU+
인플레이션,1,0,LGU+
도달,1,0,LGU+
시진핑,1,0,LGU+
과학기술,2,0,LGU+
혁신,4,0,LGU+
강조,1,0,LGU+
부유,1,0,LGU+
지방,1,0,LGU+
전국,2,0,LGU+
대체로,1,0,LGU+
일교차,1,0,LGU+
글로벌,11,0,LGU+
정체,1,0,LGU+
원가,3,2,LGU+
아라,2,1,LGU+
지붕,1,0,LGU+
투자자,6,0,LGU+
우려,7,0,LGU+
삼성전자도홈플,1,0,LGU+
납품,1,0,LGU+
새마을금고,1,0,LGU+
행정,1,0,LGU+
수협,1,0,LGU+
이마트,5,0,LGU+
식자,1,0,LGU+
마트,2,4,LGU+
치킨,2,1,LGU+
생존,2,0,LGU+
우선,9,0,LGU+
포스,18,2,LGU+
주식,14,0,LGU+
신문,9,0,LGU+
특징,24,0,LGU+
런칭,2,0,LGU+
호황,1,0,LGU+
전장,1,0,LGU+
다나,1,0,LGU+
시스템,21,0,LGU+
진단,4,0,LGU+
보폭,1,0,LGU+
넓히다,1,0,LGU+
바이오,3,0,LGU+
주도,1,0,LGU+
리서치,3,0,LGU+
차세대,2,0,LGU+
융합,1,0,LGU+
연구,2,0,LGU+
포스코,1,0,LGU+
신용등급,3,0,LGU+
부정,3,0,LGU+
건설,2,0,LGU+
화학,1,0,LGU+
자금난,1,0,LGU+
재무제표,1,0,LGU+
공개,5,0,LGU+
고비,1,0,LGU+
일진,1,0,LGU+
실리콘,1,0,LGU+
합금,1,0,LGU+
반갑다,10,4,LGU+
가지,8,0,LGU+
성능,20,0,LGU+
위도,1,0,LGU+
신라면,1,0,LGU+
범타,1,0,LGU+
이미지,5,0,LGU+
센서,1,0,LGU+
이해,9,0,LGU+
든든,2,0,LGU+
파트너,4,0,LGU+
배달앱,1,0,LGU+
이중가격제,1,0,LGU+
외식,1,0,LGU+
물가,4,0,LGU+
부채,1,0,LGU+
롯데케미칼,2,0,LGU+
정전,1,0,LGU+
대산,1,0,LGU+
전면,3,0,LGU+
스타트,2,0,LGU+
비서,1,1,LGU+
세일즈,2,0,LGU+
정면충돌,1,0,LGU+
비트,2,0,LGU+
효력,1,0,LGU+
중지,1,0,LGU+
공습,1,0,LGU+
거세다,1,0,LGU+
유상,1,0,LGU+
발전,3,0,LGU+
놀랍다,2,0,LGU+
결단,1,0,LGU+
대우건설,1,0,LGU+
하이브리드,1,0,LGU+
제일제당,1,0,LGU+
그린,1,0,LGU+
사업부,1,0,LGU+
방한,1,0,LGU+
효과,7,0,LGU+
사용자,18,3,LGU+
라이너,1,0,LGU+
렉시,1,0,LGU+
티보,1,0,LGU+
정확,22,2,LGU+
똑똑,1,0,LGU+
구글 검색,1,0,LGU+
겨누다,1,0,LGU+
음악,1,0,LGU+
축제,2,0,LGU+
불닭,2,0,LGU+
삼양식품,8,0,LGU+
코첼라,1,0,LGU+
참여,5,4,LGU+
고기,1,0,LGU+
빠지다,14,2,LGU+
남양,1,0,LGU+
클럽,1,0,LGU+
보따리,1,0,LGU+
단체,1,1,LGU+
관광,1,0,LGU+
타이틀,1,0,LGU+
뺏기다,1,0,LGU+
이재용,1,0,LGU+
정호,1,0,LGU+
리츠,1,0,LGU+
차지,3,0,LGU+
그룹,3,0,LGU+
중복,4,6,LGU+
일제히,1,0,LGU+
보증보험,3,0,LGU+
눈물,1,0,LGU+
대진,1,0,LGU+
첨단,1,0,LGU+
엠디바이스,1,0,LGU+
입성,1,0,LGU+
정보 비대칭,1,0,LGU+
옛말,1,0,LGU+
새내기,1,0,LGU+
리포트,2,0,LGU+
소형주,1,0,LGU+
세븐일레븐,1,0,LGU+
파격,1,0,LGU+
부양,2,0,LGU+
사주,1,0,LGU+
조에,2,0,LGU+
건전,1,0,LGU+
보험사,1,0,LGU+
증권,3,0,LGU+
발행,1,4,LGU+
외환,1,0,LGU+
보유액,1,0,LGU+
붕괴,3,0,LGU+
외식비,1,0,LGU+
고공,3,0,LGU+
시중,3,0,LGU+
토큰,1,0,LGU+
선보이다,1,0,LGU+
신한은행,2,0,LGU+
담대,1,0,LGU+
임대,3,0,LGU+
주택,4,0,LGU+
가구,2,0,LGU+
단지,4,0,LGU+
양가,2,0,LGU+
몰리다,7,0,LGU+
빈집,1,0,LGU+
무섭다,1,0,LGU+
통계,1,0,LGU+
송도,2,0,LGU+
마침내,1,0,LGU+
착공,1,0,LGU+
건설사,1,0,LGU+
뛰어들다,1,0,LGU+
니어,3,0,LGU+
레지던스정치사회국내,1,0,LGU+
곳간,1,0,LGU+
마르다,1,0,LGU+
감세,1,0,LGU+
던지다,1,0,LGU+
육성책,1,0,LGU+
연금,8,0,LGU+
모수,1,0,LGU+
먼저,37,2,LGU+
협의,1,0,LGU+
추경,2,0,LGU+
불발,3,0,LGU+
법안,1,0,LGU+
지정,4,0,LGU+
부산,5,0,LGU+
이재명,1,0,LGU+
북극,3,0,LGU+
헌법,1,0,LGU+
체제,3,0,LGU+
수명,1,0,LGU+
개헌,2,0,LGU+
목소리,2,2,LGU+
증언,2,0,LGU+
오염,3,4,LGU+
교육,1,0,LGU+
모집인,1,0,LGU+
천명,2,0,LGU+
표심,1,0,LGU+
노리다,2,0,LGU+
연합,2,0,LGU+
훈련,2,0,LGU+
조종사,1,0,LGU+
타이핑,1,0,LGU+
실수,7,0,LGU+
민가,1,0,LGU+
오폭,1,0,LGU+
차례,2,0,LGU+
교정,1,0,LGU+
엄습,1,0,LGU+
동결,3,0,LGU+
군비,1,0,LGU+
증강,1,0,LGU+
기대,10,0,LGU+
영프,1,0,LGU+
전후,7,0,LGU+
잰걸음,1,0,LGU+
개국,1,0,LGU+
동참,1,0,LGU+
의사,2,0,LGU+
유의미,1,0,LGU+
회의,1,0,LGU+
바라,1,0,LGU+
분주,1,0,LGU+
마크롱,1,0,LGU+
핵우산,1,0,LGU+
하마스,1,0,LGU+
적의,1,0,LGU+
인질,1,0,LGU+
죽음,1,0,LGU+
초래,1,0,LGU+
피어,1,0,LGU+
띄우다,1,0,LGU+
억압,1,0,LGU+
남극,1,0,LGU+
표면,2,0,LGU+
얼음,1,0,LGU+
쌓이다,1,0,LGU+
인도,4,0,LGU+
찬드라,1,0,LGU+
탐사,1,0,LGU+
민간,1,0,LGU+
달 탐사,1,0,LGU+
달 착륙,1,0,LGU+
우주선,1,0,LGU+
상태,69,10,LGU+
파악,2,0,LGU+
마이크론,2,0,LGU+
영입,1,0,LGU+
점령,2,0,LGU+
포석,1,0,LGU+
고려,5,0,LGU+
폴란드,1,0,LGU+
대통령,5,0,LGU+
총알,1,0,LGU+
무기,1,0,LGU+
극찬,1,0,LGU+
대미,1,0,LGU+
흑자,2,0,LGU+
표적,1,0,LGU+
비켜나다,1,0,LGU+
베트남,3,0,LGU+
불붙이다,1,0,LGU+
하늘,9,5,LGU+
궤도,1,0,LGU+
위성,1,0,LGU+
통상,1,0,LGU+
리스크,2,0,LGU+
머리,2,0,LGU+
맞대다,1,0,LGU+
수장,1,0,LGU+
천사,1,0,LGU+
소녀,1,0,LGU+
항상,5,0,LGU+
더나은,1,0,LGU+
위해,1,0,LGU+
천마,2,0,LGU+
회원,22,4,LGU+
작성,16,0,LGU+
스폰서,2,0,LGU+
인정,6,0,LGU+
비밀,5,0,LGU+
입금,2,0,LGU+
허위,4,2,LGU+
광고,10,0,LGU+
기건,2,0,LGU+
게시,2,4,LGU+
편하다,8,0,LGU+
덕분,3,0,LGU+
편안,3,0,LGU+
같이,17,3,LGU+
사향,3,0,LGU+
지만,2,0,LGU+
블루투스,2,0,LGU+
양도,1,0,LGU+
양도자,1,0,LGU+
프리미어,2,0,LGU+
에센셜,1,0,LGU+
개회,1,0,LGU+
이용료,2,0,LGU+
걱정,12,0,LGU+
질문,14,2,LGU+
신분,9,2,LGU+
서누,1,0,LGU+
군가,2,0,LGU+
습득,2,0,LGU+
완전히,6,0,LGU+
똑같다,18,4,LGU+
당사자,2,0,LGU+
간의,4,0,LGU+
금전,2,0,LGU+
미납,2,0,LGU+
직권,8,0,LGU+
사고,5,0,LGU+
불안,7,0,LGU+
포티,1,0,LGU+
얼핏,1,0,LGU+
마무,1,0,LGU+
보이,2,2,LGU+
합치다,5,0,LGU+
넷플유튜브프리미엄,1,0,LGU+
제공에멤버쉽,1,0,LGU+
전제,1,0,LGU+
용량,8,0,LGU+
태블릿,21,2,LGU+
데이터쉐어링,8,1,LGU+
관계,5,0,LGU+
끼우다,10,4,LGU+
쉐어링유심,0,2,LGU+
하디스,3,1,LGU+
발매,0,2,LGU+
구하다,6,2,LGU+
화웨이,2,0,LGU+
소형,1,2,LGU+
까지다,4,0,LGU+
아마,14,4,LGU+
조언,10,2,LGU+
몽쉐르롱롱연락은,1,0,LGU+
온건,4,0,LGU+
경산,3,0,LGU+
토박이,3,0,LGU+
이정,6,0,LGU+
도면,7,4,LGU+
물어보다,34,12,LGU+
담백,0,2,LGU+
잠깐,4,2,LGU+
지시,8,1,LGU+
보기,0,2,LGU+
지인,3,7,LGU+
핸드폰,37,6,LGU+
지불,6,0,LGU+
별도,18,6,LGU+
혼자,3,0,LGU+
요다,2,0,LGU+
가시다,7,2,LGU+
실사,8,0,LGU+
무심,1,0,LGU+
건너다,0,2,LGU+
마오,0,2,LGU+
프리티,34,18,LGU+
스페이스,10,0,LGU+
인스코비,2,0,LGU+
네트,6,0,LGU+
인스코비는,2,0,LGU+
오리보리인스코비인스코비,1,0,LGU+
모음,4,2,LGU+
제휴,71,10,LGU+
프로모션,47,4,LGU+
순서,7,0,LGU+
요구사항,1,0,LGU+
숭서,1,0,LGU+
수신사,1,0,LGU+
전산,8,2,LGU+
입장,5,0,LGU+
인지,12,2,LGU+
결론,5,2,LGU+
다만,8,0,LGU+
근육,1,0,LGU+
마시,1,0,LGU+
승인,10,10,LGU+
행사,9,2,LGU+
이력,9,0,LGU+
적히다,12,0,LGU+
가나,3,2,LGU+
착각,5,0,LGU+
사용량,7,0,LGU+
렉이,1,0,LGU+
동해,3,0,LGU+
유의,2,2,LGU+
빈티지,2,0,LGU+
인생,3,1,LGU+
단기간,4,0,LGU+
본적,6,0,LGU+
마저,2,0,LGU+
스럽,13,0,LGU+
빼에에엑유모비에서,1,0,LGU+
모비,6,14,LGU+
망이,2,1,LGU+
체감,9,2,LGU+
느끼다,9,0,LGU+
빼에에엑다른얘기지만지금,1,0,LGU+
서브,4,2,LGU+
딱히,10,2,LGU+
필수,5,0,LGU+
실바,2,0,LGU+
빈티지인생빼에에엑조언,1,0,LGU+
빼에에엑,1,0,LGU+
카카오,15,0,LGU+
키움증권,1,0,LGU+
문구,7,2,LGU+
누락,3,2,LGU+
제타,1,1,LGU+
한번,5,4,LGU+
추후,4,0,LGU+
거지,7,2,LGU+
캐시,23,6,LGU+
후반,1,0,LGU+
이래저래,4,0,LGU+
태어나다,1,0,LGU+
당분간,1,0,LGU+
지상파,1,0,LGU+
볼일,1,0,LGU+
하필,3,0,LGU+
무타,1,0,LGU+
벽걸이,2,0,LGU+
귀찮다,12,6,LGU+
붙이다,1,0,LGU+
조절,1,0,LGU+
고맙다,1,0,LGU+
트로피,2,3,LGU+
비하다,8,0,LGU+
원내,4,0,LGU+
차분,4,2,LGU+
요네,0,2,LGU+
별이,1,1,LGU+
중년,2,0,LGU+
원부,1,0,LGU+
르네,1,0,LGU+
물고기,1,0,LGU+
취급,4,0,LGU+
계신가요결하뷰할인금액에,1,0,LGU+
달라지다,5,0,LGU+
결하뷰할인금액에,1,0,LGU+
갑자기,9,0,LGU+
단말,4,4,LGU+
접속,18,2,LGU+
희한,2,4,LGU+
마켓,5,0,LGU+
생각나다,2,0,LGU+
사이트,48,0,LGU+
버리,24,4,LGU+
전반,4,0,LGU+
발생,21,0,LGU+
아시,8,0,LGU+
괜히,10,0,LGU+
부스럼,2,0,LGU+
수단,4,0,LGU+
아잉나막졸령로,2,0,LGU+
비락,2,0,LGU+
식혜,2,0,LGU+
컴퓨터,18,0,LGU+
레이,4,0,LGU+
한대,13,0,LGU+
가상,17,0,LGU+
어댑터,10,0,LGU+
타입,6,0,LGU+
댓수,4,0,LGU+
엄격,4,0,LGU+
카운트,5,0,LGU+
꺼지다,24,2,LGU+
심각,6,2,LGU+
샤바샤바,4,0,LGU+
리어,8,0,LGU+
다중접속,4,0,LGU+
메시지,14,0,LGU+
노트북,44,4,LGU+
데스크탑,12,0,LGU+
와이프,8,2,LGU+
윈도우,22,0,LGU+
인식,22,0,LGU+
도요,4,0,LGU+
이파,2,2,LGU+
이도,3,2,LGU+
네트워크,10,4,LGU+
브로드,11,0,LGU+
밴드,15,0,LGU+
단독,19,6,LGU+
뺑뺑이,2,0,LGU+
돌리다,9,2,LGU+
거부,1,0,LGU+
당하,14,2,LGU+
응대,2,0,LGU+
안내,53,2,LGU+
충분히,1,0,LGU+
도대체,3,0,LGU+
왜냐하면,2,0,LGU+
무엇,5,0,LGU+
낭비,1,0,LGU+
외침,1,0,LGU+
널리,1,0,LGU+
공론,1,0,LGU+
요브,1,0,LGU+
로드,2,0,LGU+
여러분,2,0,LGU+
사설,0,2,LGU+
내부,9,2,LGU+
구성,19,4,LGU+
할거,7,4,LGU+
누구,5,4,LGU+
작업,21,2,LGU+
안해,0,2,LGU+
드릴,3,2,LGU+
어느,13,6,LGU+
소닉 컬러즈,1,0,LGU+
얼티밋,1,0,LGU+
소니,2,0,LGU+
이놈,2,2,LGU+
징글,4,0,LGU+
아빠,1,0,LGU+
베일,1,0,LGU+
가드,1,0,LGU+
컬렉션,1,0,LGU+
토끼,1,0,LGU+
엘지유플러스에서쉐이크모바일,1,0,LGU+
신발,3,0,LGU+
텍스트,6,0,LGU+
아이폰,52,10,LGU+
수신,14,3,LGU+
테스트,12,0,LGU+
요망,3,0,LGU+
이틀,4,0,LGU+
쉐이크모바일,2,1,LGU+
결과,24,0,LGU+
오류,15,0,LGU+
부팅,3,2,LGU+
주소,3,3,LGU+
똑같았는데쉐이크모바일,1,0,LGU+
전달,4,0,LGU+
경오,1,0,LGU+
후시,1,0,LGU+
통보,2,0,LGU+
밀리다,7,0,LGU+
문제였고쉐이크모바일,1,0,LGU+
그나마,8,4,LGU+
동안,10,6,LGU+
경험담,1,0,LGU+
오프,4,2,LGU+
어번,0,2,LGU+
필스너,2,3,LGU+
세번,5,0,LGU+
안받다,4,0,LGU+
환장,2,0,LGU+
쿵쿵,1,0,LGU+
꼬이다,4,0,LGU+
이건,28,2,LGU+
지유,14,4,LGU+
두리안,3,1,LGU+
아기,3,1,LGU+
귀여워,3,1,LGU+
메세지,9,0,LGU+
지도,3,0,LGU+
임재,3,0,LGU+
다운로드,8,2,LGU+
안되네요쉐이크모바일,0,1,LGU+
남지,1,2,LGU+
변하다,17,6,LGU+
지난주,4,0,LGU+
재차,2,0,LGU+
예약,23,4,LGU+
실제로,12,2,LGU+
맘먹다,1,0,LGU+
조회,18,4,LGU+
크기,5,0,LGU+
안주,3,0,LGU+
다구,5,0,LGU+
제신,2,0,LGU+
크리스,24,1,LGU+
명목,1,0,LGU+
올라가다,18,4,LGU+
홀로,0,1,LGU+
오히려,11,0,LGU+
담시,2,0,LGU+
미니,9,2,LGU+
피시,3,0,LGU+
사서,7,0,LGU+
차단,19,2,LGU+
상술,3,0,LGU+
드로이드,1,0,LGU+
기반,5,2,LGU+
막상,1,0,LGU+
개화산,1,1,LGU+
여우,1,1,LGU+
칰폴레일단,1,0,LGU+
방식,21,2,LGU+
검출,2,0,LGU+
허용,2,0,LGU+
리눅스,4,0,LGU+
클릭,4,0,LGU+
임의,0,2,LGU+
저거,0,4,LGU+
영원,0,2,LGU+
린스,1,0,LGU+
거르다,18,0,LGU+
어이,2,0,LGU+
그중,2,0,LGU+
통합,12,0,LGU+
모습,5,0,LGU+
한쪽,7,0,LGU+
우위,2,0,LGU+
저런,3,6,LGU+
급변,1,0,LGU+
헷갈리다,5,0,LGU+
좆만,0,2,LGU+
안녕하세요,32,0,LGU+
헬로모바일,19,0,LGU+
며칠,7,0,LGU+
어제,20,0,LGU+
모든,25,5,LGU+
기계로,1,0,LGU+
노트,11,0,LGU+
됬으면,1,0,LGU+
보구,1,0,LGU+
편의점,11,0,LGU+
돌아다니다,3,0,LGU+
버들,3,1,LGU+
피리,1,1,LGU+
레이드,11,0,LGU+
이어지다,1,0,LGU+
단일,1,0,LGU+
편익,1,0,LGU+
대폭,3,0,LGU+
향상,4,0,LGU+
한국거래소,2,0,LGU+
해소,3,0,LGU+
유동성,2,0,LGU+
한편,1,0,LGU+
선진국,1,0,LGU+
다원,2,0,LGU+
갖추다,1,0,LGU+
경쟁력,4,0,LGU+
한층,1,0,LGU+
있다,9,0,LGU+
여의도,1,0,LGU+
뉴시스,1,0,LGU+
개소,1,0,LGU+
영등포구,1,0,LGU+
협회,2,0,LGU+
장식,1,0,LGU+
정식,3,0,LGU+
출범,2,0,LGU+
주식 시장,1,0,LGU+
현행,1,0,LGU+
늘어나다,6,2,LGU+
다다,1,0,LGU+
정규,3,0,LGU+
지다,1,0,LGU+
프리,7,0,LGU+
시시,1,0,LGU+
애프터,1,0,LGU+
분간,1,0,LGU+
시가,1,1,LGU+
종가,1,0,LGU+
산출,1,0,LGU+
조종,1,0,LGU+
방지,6,0,LGU+
한정,5,0,LGU+
롯데쇼핑,1,0,LGU+
제일기획,1,0,LGU+
코오롱인더스트리,1,0,LGU+
기업골프존동국제약에스에프에이엔터테인먼트컴투스만,1,0,LGU+
주차,3,0,LGU+
주인,2,0,LGU+
비롯,1,4,LGU+
대장,1,0,LGU+
테오,1,0,LGU+
이르다,2,0,LGU+
마련,6,0,LGU+
전송,4,0,LGU+
의하다,1,0,LGU+
거래 비용,1,0,LGU+
트레이딩,2,0,LGU+
리차,5,0,LGU+
최대일,1,0,LGU+
연합회,2,0,LGU+
소비자,5,0,LGU+
포털,1,0,LGU+
신한,6,0,LGU+
가계,2,0,LGU+
포인트,33,1,LGU+
정책금융,1,0,LGU+
집계,1,0,LGU+
하나은행,2,0,LGU+
국민은행,2,0,LGU+
지난해,4,0,LGU+
하반기,1,0,LGU+
담보,1,0,LGU+
급증,1,0,LGU+
강하다,2,0,LGU+
가산,1,0,LGU+
높이다,1,0,LGU+
예적금,1,0,LGU+
내려가다,3,0,LGU+
대금리,2,0,LGU+
인하다,5,0,LGU+
사상,1,0,LGU+
순이익,1,0,LGU+
대표,4,2,LGU+
정기예금,2,0,LGU+
진입,3,0,LGU+
다이,3,0,LGU+
고향,1,4,LGU+
사랑기,1,0,LGU+
자산,8,0,LGU+
이날,2,0,LGU+
자신,1,0,LGU+
사회관계,1,0,LGU+
트루스소셜에,1,0,LGU+
비축,4,0,LGU+
바이든,1,0,LGU+
행정부,1,0,LGU+
걸치다,2,0,LGU+
부패,1,0,LGU+
관하다,3,0,LGU+
행정명령,1,0,LGU+
실무,1,0,LGU+
화폐,2,0,LGU+
분명히,1,0,LGU+
덧붙이다,1,0,LGU+
발언,4,0,LGU+
게코,1,0,LGU+
동부,1,0,LGU+
비트코인,2,0,LGU+
이더리움은,1,0,LGU+
솔라,1,0,LGU+
거래량,3,0,LGU+
거래소업비트빗썸코인원코빗고팍스의,1,0,LGU+
유가증권,1,0,LGU+
박미영,1,0,LGU+
한강,2,0,LGU+
이지,16,14,LGU+
스마,18,16,LGU+
아이즈,12,12,LGU+
티플러스,18,19,LGU+
슈가,6,4,LGU+
인스,8,7,LGU+
시월,8,6,LGU+
에스원,4,4,LGU+
쉐이크,4,4,LGU+
흉년,0,2,LGU+
세비야,1,0,LGU+
이발사,1,0,LGU+
요기,1,0,LGU+
알프,1,0,LGU+
플라이,1,0,LGU+
이란,1,0,LGU+
지위,1,0,LGU+
정작,6,0,LGU+
상세,10,0,LGU+
찝찝한데,1,0,LGU+
매달,11,2,LGU+
페이지,27,4,LGU+
그때,5,2,LGU+
소급,2,0,LGU+
로스,1,1,LGU+
전환하려면어쩧게,1,0,LGU+
으헤헷헤헷알뜰폰회사에,1,0,LGU+
작전,0,1,LGU+
가스,2,1,LGU+
상관,7,2,LGU+
메이저,10,0,LGU+
대기,9,0,LGU+
거구,1,0,LGU+
보통,20,10,LGU+
표시,3,4,LGU+
제도,2,2,LGU+
비싸다,16,2,LGU+
성비,10,0,LGU+
택배,11,0,LGU+
수령,7,0,LGU+
혹은,6,2,LGU+
자율,3,0,LGU+
소진,7,2,LGU+
카카오톡,4,0,LGU+
화질,7,0,LGU+
재생,18,0,LGU+
절차,6,2,LGU+
거치다,9,4,LGU+
자세,13,7,LGU+
정년,3,0,LGU+
비지,1,0,LGU+
데이,5,2,LGU+
비치다,2,0,LGU+
바다,3,0,LGU+
에담,2,0,LGU+
바인,2,0,LGU+
누리,4,3,LGU+
그르다,2,0,LGU+
낮추다,4,0,LGU+
휴일,0,2,LGU+
난 주,0,2,LGU+
금요일,3,2,LGU+
쇼부,0,2,LGU+
별로,10,6,LGU+
한도,3,2,LGU+
초과,1,0,LGU+
재산,1,0,LGU+
다모,1,0,LGU+
모으다,7,0,LGU+
노을,1,0,LGU+
아끼다,6,0,LGU+
당산동,2,0,LGU+
영등포,4,4,LGU+
구청,4,4,LGU+
정리,19,4,LGU+
블로그,15,4,LGU+
신한카드,4,5,LGU+
플랜,2,4,LGU+
삼성카드,17,0,LGU+
라이트,13,6,LGU+
하나카드,16,4,LGU+
우리카드,49,4,LGU+
푸르다,6,0,LGU+
거의,26,13,LGU+
신청하려고욤,4,0,LGU+
영혼,2,2,LGU+
당첨,4,0,LGU+
예정자,2,0,LGU+
주거래,4,0,LGU+
지식,6,0,LGU+
시커멓다,4,0,LGU+
동일,46,8,LGU+
익히,2,0,LGU+
매니아,2,0,LGU+
아가,2,0,LGU+
구입,23,0,LGU+
결재,6,0,LGU+
그놈,0,2,LGU+
임직원,1,0,LGU+
지원빋아서,1,0,LGU+
원금,7,4,LGU+
코쿠스그정도,1,0,LGU+
은근히,2,0,LGU+
명작,2,0,LGU+
발열,4,0,LGU+
화면,30,0,LGU+
조금,21,0,LGU+
울라,1,0,LGU+
라라,5,0,LGU+
화이트,13,0,LGU+
프맥,2,0,LGU+
만약,5,2,LGU+
이용한,3,0,LGU+
이일,0,2,LGU+
